Employee_ID,Name,Gender,Age,Department,Designation,Experience_Years,Salary,Performance_Rating,Attendance,City,Joining_Date,Work_Mode,Overtime_Hours,Training_Hours
1243,aditya mehta,M,35,Marketing,Intern,7,75071,Average,70.63,Bangalore,2021-11-28,Hybrid,1,6
1244,aditya Gupta,M,38,Finance,Manager,18,145507,Average,71.09,Jaipur,2024-03-29,Remote,16,25
1245,Rahul Kumar,F,53,HR,Analyst,19,59812,Good,97.08,Lucknow,2023-07-07,Remote,2,10
1246,Rohan Gupta,F,26,Finance,Manager,15,74570,Average,72.2,Pune,2019-12-31,Remote,9,32
1247,Kabir Sharma,F,47,Finance,Manager,6,75901,Average,96.83,Hyderabad,2021-07-25,Remote,15,46
1248,simran Patel,F,43,HR,Analyst,8,85186,Good,76.84,Bangalore,2021-10-08,Hybrid,21,40
1249,priya mehta,F,47,Sales,Manager,12,147066,Good,92.2,Jaipur,2023-07-30,Remote,8,36
1250,Arjun Gupta,M,54,Sales,Intern,0,75251,Excellent,79.29,Delhi,2024-06-08,Hybrid,10,49
1251,Sneha Patel,M,58,IT,Manager,7,90171,Poor,95.76,Pune,2019-06-25,Remote,20,46
1252,aarav Gupta,M,34,IT,Analyst,3,61160,Poor,91.01,Hyderabad,2024-11-22,Remote,14,50
1253,Sneha Mehta,F,56,Sales,Senior Analyst,2,44156,Average,82.05,Bangalore,2018-03-18,Office,2,13
1254,Arjun Maurya,F,28,Marketing,Manager,2,101208,Excellent,72.29,Pune,2018-01-24,Hybrid,15,15
1255,Priya Patel,F,55,Finance,Executive,12,104980,Good,91.98,Lucknow,2020-11-04,Office,29,27
1256,Vivaan Patel,F,39,Marketing,Intern,7,97320,Excellent,88.51,Mumbai,2019-11-07,Hybrid,20,15
1257,Kabir mehta,M,50,Finance,Intern,6,42929,Excellent,70.09,Delhi,2024-07-22,Remote,20,6
1258,Arjun singh,M,34,Sales,Executive,0,91606,Average,70.28,Lucknow,2018-06-21,Remote,20,7
1259,Arjun Sharma,F,40,IT,Executive,15,113442,Poor,94.26,Lucknow,2023-03-08,Hybrid,27,15
1260,Riya Gupta,M,45,IT,Manager,5,125154,Poor,77.78,Hyderabad,2019-05-04,Office,11,39
1261,Rohan Patel,F,44,Marketing,Executive,6,87559,Average,89.08,Hyderabad,2022-01-25,Hybrid,22,19
1262,Riya yadav,M,34,IT,Senior Analyst,11,79205,Excellent,83.63,Bangalore,2024-08-22,Hybrid,4,47
1263,Vivaan Sharma,F,46,Sales,Analyst,8,135694,Good,95.9,Hyderabad,2024-08-16,Remote,6,15
1264,Aisha Patel,M,58,Marketing,Executive,10,93475,Good,97.51,Pune,2020-01-27,Office,8,35
1265,Riya Verma,F,43,Finance,Executive,9,89341,Average,99.9,Delhi,2024-11-29,Hybrid,20,32
1266,aditya Sharma,F,42,IT,Senior Analyst,0,120377,Average,74.61,Lucknow,2024-08-26,Office,17,32
1267,aarav singh,M,39,HR,Intern,17,67863,Good,95.89,Bangalore,2018-06-04,Office,20,36
1268,Neha Gupta,F,23,IT,Intern,3,106837,Good,77.98,Chennai,2018-09-14,Hybrid,7,29
1269,Aisha singh,F,39,Finance,Manager,4,90439,Excellent,87.72,Chennai,2022-11-15,Office,11,24
1270,aarav Sharma,F,29,Marketing,Senior Analyst,8,32194,Good,85.17,Delhi,2019-11-05,Remote,19,32
1271,Riya mehta,F,48,Finance,Analyst,16,96387,Good,70.54,Hyderabad,2023-10-17,Remote,1,29
1272,Neha Verma,M,40,HR,Analyst,2,146361,Excellent,97.98,Hyderabad,2024-07-19,Remote,9,15
1273,Rohan singh,M,27,Sales,Senior Analyst,15,106914,Good,72.35,Pune,2019-11-04,Remote,18,23
1274,Vivaan singh,M,34,IT,Analyst,4,91214,Average,90.65,Hyderabad,2024-09-04,Office,8,32
1275,Sneha Sharma,M,29,Marketing,Intern,15,121176,Good,93.55,Chennai,2022-01-12,Remote,24,5
1276,Arjun Jain,M,39,Sales,Analyst,2,124292,Excellent,93.86,Lucknow,2018-09-16,Hybrid,23,9
1277,Rohan mehta,M,34,Finance,Analyst,19,54777,Excellent,74.06,Chennai,2018-11-03,Remote,7,14
1278,Arjun mehta,F,58,Marketing,Senior Analyst,14,51183,Good,83.43,Jaipur,2021-01-23,Hybrid,23,46
1279,simran Verma,M,56,Sales,Senior Analyst,2,52445,Good,94.88,Lucknow,2018-09-03,Hybrid,23,50
1280,aditya Kumar,F,37,Marketing,Analyst,19,92038,Good,79.08,Lucknow,2022-07-17,Remote,23,38
1281,Sneha Patel,M,50,HR,Executive,13,141477,Good,84.03,Hyderabad,2018-07-06,Remote,0,40
1282,Arjun Gupta,M,29,HR,Senior Analyst,15,112201,Good,78.18,Delhi,2022-12-03,Office,5,6
1283,Vivaan Jain,F,53,IT,Manager,16,41198,Average,83.91,Hyderabad,2020-07-13,Hybrid,11,22
1284,Ananya Kumar,M,45,IT,Manager,19,46411,Good,96.64,Delhi,2020-02-24,Remote,24,17
1285,priya Kumar,M,34,HR,Intern,17,75577,Average,83.65,Delhi,2022-05-15,Office,23,9
1286,Ananya mehta,F,31,Marketing,Analyst,17,40867,Good,86.68,Chennai,2024-09-21,Remote,18,24
1287,priya Kumar,M,55,HR,Executive,13,87501,Excellent,82.12,Delhi,2021-09-22,Remote,26,6
1288,Riya singh,F,34,IT,Intern,17,39266,Good,83.8,Bangalore,2018-12-07,Remote,16,15
1289,aarav singh,F,50,HR,Analyst,14,64422,Good,70.46,Mumbai,2019-07-17,Hybrid,1,34
1290,Ananya Verma,M,24,HR,Senior Analyst,14,60208,Poor,78.51,Hyderabad,2019-10-13,Remote,10,36
1291,aarav yadav,F,24,Marketing,Manager,5,133538,Average,83.1,Bangalore,2021-04-08,Office,30,36
1292,Riya yadav,M,48,Sales,Executive,14,146544,Poor,89.01,Lucknow,2018-03-10,Remote,17,42
1293,simran Gupta,F,28,IT,Manager,17,56213,Poor,83.5,Bangalore,2022-05-03,Remote,22,32
1294,Aisha Sharma,F,22,Marketing,Senior Analyst,3,32367,Average,80.13,Pune,2024-08-25,Office,27,14
1295,Sneha yadav,M,42,HR,Analyst,7,149158,Good,81.64,Jaipur,2023-10-06,Office,21,26
1296,Karan singh,M,36,HR,Senior Analyst,14,104026,Good,77.27,Delhi,2021-07-24,Hybrid,10,21
1297,Karan Sharma,F,49,Sales,Senior Analyst,2,60362,Poor,97.73,Hyderabad,2021-01-27,Hybrid,17,26
1298,aarav Patel,M,50,IT,Manager,14,144377,Average,85.65,Pune,2020-07-04,Hybrid,7,47
1299,Karan Maurya,F,32,IT,Executive,12,76588,Excellent,70.4,Hyderabad,2024-06-30,Hybrid,14,23
1300,Rohan singh,F,55,Finance,Senior Analyst,8,63285,Average,70.58,Chennai,2019-04-06,Office,8,21
1301,aarav Patel,F,31,IT,Manager,1,99755,Excellent,99.19,Jaipur,2024-02-05,Remote,14,28
1302,Aisha Kumar,F,41,Sales,Executive,7,96846,Good,76.64,Pune,2020-04-23,Remote,6,40
1303,aditya Kumar,F,41,Finance,Analyst,19,61307,Good,94.17,Hyderabad,2019-07-28,Remote,19,36
1304,Sneha Patel,M,25,Finance,Analyst,16,120167,Average,71.75,Lucknow,2018-04-29,Hybrid,12,50
1305,aditya mehta,M,40,HR,Intern,12,105280,Average,97.63,Delhi,2019-10-08,Office,12,40
1306,Kabir Gupta,F,57,HR,Manager,0,44867,Good,96.23,Pune,2022-01-18,Office,0,32
1307,priya singh,F,23,IT,Executive,1,81523,Excellent,87.13,Lucknow,2023-09-05,Office,19,18
1308,Aisha Kumar,M,53,Finance,Senior Analyst,14,109161,Good,70.27,Delhi,2022-02-22,Remote,3,40
1309,Ananya Gupta,F,29,HR,Analyst,11,31378,Average,77.73,Mumbai,2023-07-25,Hybrid,23,10
1310,Ananya Gupta,M,29,Sales,Executive,13,109685,Good,82.2,Lucknow,2020-10-28,Office,3,13
1311,Sneha Kumar,F,24,HR,Manager,1,132669,Good,83.8,Bangalore,2020-08-26,Hybrid,3,25
1312,Sneha Gupta,F,55,HR,Intern,17,101958,Excellent,78.93,Hyderabad,2023-07-04,Office,12,16
1313,Arjun mehta,M,37,Finance,Analyst,6,52926,Good,70.99,Chennai,2022-03-20,Hybrid,1,34
1314,Sneha Mehta,M,54,Finance,Executive,5,128215,Good,87.7,Delhi,2024-01-06,Office,27,35
1315,priya singh,F,44,Marketing,Executive,13,123707,Average,85.72,Pune,2022-02-20,Hybrid,25,44
1316,Sneha Verma,M,52,Sales,Executive,7,38180,Excellent,78.49,Jaipur,2020-11-14,Office,22,8
1317,Kabir Kumar,F,21,Finance,Manager,1,117837,Average,71.14,Pune,2019-10-17,Office,14,35
1318,Arjun mehta,F,28,IT,Manager,16,143070,Good,99.84,Bangalore,2023-05-09,Hybrid,3,31
1319,Aisha Sharma,F,43,Sales,Manager,4,61931,Good,84.46,Hyderabad,2019-07-09,Hybrid,26,29
1320,Rohan Maurya,F,32,Sales,Senior Analyst,13,49014,Good,92.68,Bangalore,2019-03-01,Remote,5,9
1321,Sneha Jain,F,32,Finance,Executive,19,139775,Average,83.57,Pune,2018-10-20,Hybrid,2,10
1322,Arjun Kumar,F,35,Sales,Analyst,2,121472,Poor,71.3,Chennai,2021-04-23,Office,6,9
1323,Vivaan mehta,M,39,Finance,Manager,4,104872,Poor,79.29,Hyderabad,2019-03-07,Office,5,31
1324,Vivaan Gupta,F,46,HR,Manager,15,83502,Good,79.6,Jaipur,2018-11-13,Hybrid,2,12
1325,Rohan Gupta,M,49,Marketing,Executive,17,112736,Good,95.15,Delhi,2019-02-02,Remote,3,13
1326,Rahul singh,F,42,HR,Manager,16,30470,Average,89.63,Hyderabad,2021-09-09,Hybrid,9,19
1327,Riya Sharma,M,41,Finance,Senior Analyst,10,121395,Average,78.26,Lucknow,2022-05-08,Office,29,40
1328,Rahul Patel,M,58,Finance,Senior Analyst,16,39953,Excellent,99.03,Hyderabad,2019-08-19,Office,20,45
1329,aarav yadav,F,40,HR,Manager,15,129580,Average,79.65,Bangalore,2023-10-25,Remote,8,11
1330,Karan Patel,F,49,IT,Executive,1,63507,Good,99.95,Bangalore,2023-04-28,Hybrid,29,36
1331,Ananya Maurya,M,24,IT,Executive,3,143961,Excellent,99.88,Bangalore,2020-07-04,Office,5,12
1332,Aisha singh,F,27,IT,Executive,6,117969,Good,75.74,Jaipur,2024-12-08,Office,28,19
1333,Rohan Maurya,F,48,Finance,Intern,1,116493,Good,79.38,Hyderabad,2021-06-09,Office,19,41
1334,Sneha Mehta,M,48,Sales,Manager,5,31523,Good,84.58,Chennai,2020-09-02,Hybrid,26,23
1335,Arjun singh,F,24,Finance,Executive,16,111923,Good,89.92,Chennai,2020-12-11,Hybrid,10,43
1336,Sneha singh,M,42,Sales,Senior Analyst,6,82190,Excellent,85.84,Hyderabad,2021-05-29,Remote,6,10
1337,Rohan Verma,F,32,HR,Analyst,4,72761,Excellent,99.08,Chennai,2021-12-22,Office,17,23
1338,Aisha mehta,F,23,Marketing,Analyst,4,56169,Good,91.72,Mumbai,2021-03-12,Office,3,32
1339,Ananya Jain,M,42,Sales,Executive,19,70641,Average,76.36,Jaipur,2023-07-22,Remote,4,21
1340,Rohan Kumar,M,22,IT,Analyst,15,47990,Good,73.15,Delhi,2018-12-29,Office,3,46
1341,Sneha Sharma,F,44,Finance,Analyst,18,54661,Excellent,90.65,Delhi,2024-08-26,Remote,3,23
1342,aditya Kumar,M,54,HR,Intern,8,38419,Excellent,74.75,Delhi,2024-05-07,Remote,26,35
1343,Kabir Sharma,F,47,IT,Senior Analyst,4,39457,Poor,93.63,Delhi,2024-06-03,Office,12,15
1344,Karan Jain,M,21,HR,Senior Analyst,7,92600,Good,79.33,Delhi,2018-08-22,Hybrid,15,19
1345,aarav Maurya,M,28,Marketing,Intern,8,128619,Good,79.81,Chennai,2022-09-28,Hybrid,24,14
1346,priya Maurya,F,43,Finance,Intern,4,101102,Excellent,70.32,Pune,2018-01-27,Hybrid,13,47
1347,Arjun Gupta,F,58,Finance,Analyst,9,58085,Average,91.03,Bangalore,2022-02-03,Hybrid,10,27
1348,Rahul Gupta,M,26,Marketing,Manager,1,122064,Good,73.4,Jaipur,2018-04-03,Office,28,7
1349,Neha Gupta,F,42,Finance,Analyst,8,75654,Good,93.19,Pune,2018-11-05,Remote,1,7
1350,Ananya singh,F,45,Sales,Intern,10,31130,Excellent,84.76,Jaipur,2018-02-21,Remote,21,22
1351,aditya Patel,F,38,HR,Senior Analyst,3,130723,Good,93.53,Mumbai,2018-11-15,Office,13,29
1352,Karan Verma,M,37,IT,Analyst,1,27042,Average,87.52,Hyderabad,2023-06-16,Hybrid,23,47
1353,Kabir Kumar,F,32,Marketing,Manager,5,95134,Average,72.47,Lucknow,2018-06-30,Remote,23,24
1354,aarav Sharma,M,26,Sales,Analyst,13,67982,Average,92.97,Bangalore,2022-05-12,Office,26,33
1355,priya Maurya,F,46,IT,Executive,0,123422,Average,72.09,Mumbai,2019-10-09,Office,6,26
1356,Rahul singh,F,47,IT,Analyst,17,90185,Excellent,84.36,Pune,2023-05-16,Hybrid,25,19
1357,Sneha Kumar,M,28,Marketing,Intern,6,58477,Good,75.17,Lucknow,2021-07-07,Office,10,43
1358,Neha mehta,F,39,Sales,Senior Analyst,0,139161,Average,92.57,Hyderabad,2024-02-23,Remote,3,14
1359,Riya Maurya,M,21,IT,Senior Analyst,0,77709,Good,97.35,Mumbai,2024-04-21,Remote,6,25
1360,Aisha Jain,M,49,IT,Intern,0,53716,Average,86.62,Hyderabad,2023-07-18,Office,28,33
1361,Aisha Gupta,M,55,Sales,Executive,3,103137,Excellent,85.81,Hyderabad,2018-12-02,Remote,15,36
1362,Riya mehta,F,34,Finance,Intern,3,61018,Good,92.92,Chennai,2022-04-26,Office,25,14
1363,Aisha Patel,F,55,IT,Analyst,17,33061,Average,70.15,Jaipur,2022-03-06,Remote,5,17
1364,Arjun Jain,M,40,HR,Intern,10,33609,Average,97.53,Lucknow,2020-09-16,Hybrid,26,27
1365,Arjun Verma,M,33,Sales,Intern,0,60371,Average,75.92,Jaipur,2021-07-02,Remote,5,27
1366,Aisha Gupta,M,58,IT,Executive,9,135350,Excellent,99.52,Hyderabad,2019-05-29,Hybrid,1,35
1367,Karan Patel,F,28,Marketing,Analyst,8,108021,Average,92.09,Chennai,2023-07-23,Hybrid,23,8
1368,Neha Maurya,M,40,HR,Manager,3,45805,Good,93.23,Mumbai,2018-08-30,Office,7,7
1369,Kabir Sharma,M,53,IT,Manager,5,32857,Good,89.69,Hyderabad,2024-01-06,Hybrid,29,25
1370,Karan Sharma,F,46,HR,Senior Analyst,15,36620,Poor,84.15,Pune,2022-09-30,Remote,26,6
1371,Priya Patel,M,59,HR,Intern,1,33177,Average,87.15,Hyderabad,2024-11-05,Remote,6,8
1372,Rohan singh,F,41,Finance,Senior Analyst,17,55111,Excellent,71.39,Jaipur,2024-03-09,Hybrid,26,5
1373,Rohan Maurya,M,29,HR,Executive,9,145770,Average,88.72,Lucknow,2019-10-30,Office,24,19
1374,Vivaan singh,F,44,Finance,Manager,16,113578,Excellent,88.78,Mumbai,2019-08-17,Hybrid,23,37
1375,priya Kumar,M,57,Sales,Intern,12,109181,Excellent,96.74,Jaipur,2023-12-19,Remote,13,10
1376,Vivaan mehta,M,37,Finance,Executive,17,114941,Good,85.17,Hyderabad,2018-09-13,Remote,8,11
1377,Riya Verma,M,44,Marketing,Executive,12,36826,Poor,72.31,Pune,2022-02-11,Hybrid,14,23
1378,Neha Gupta,F,41,IT,Intern,16,38890,Excellent,79.19,Bangalore,2019-07-15,Hybrid,24,48
1379,Sneha Jain,M,59,Sales,Executive,4,107428,Average,89.67,Chennai,2023-10-12,Hybrid,21,5
1380,aarav Maurya,F,59,Sales,Intern,10,142067,Excellent,77.18,Pune,2021-08-27,Remote,17,43
1381,aarav Verma,M,33,Marketing,Intern,6,83031,Average,78.42,Hyderabad,2019-02-11,Remote,11,23
1382,Kabir Sharma,M,31,Finance,Analyst,9,144440,Good,94.61,Pune,2023-02-04,Remote,22,49
1383,Neha Gupta,F,39,IT,Senior Analyst,16,137134,Average,87.53,Chennai,2023-08-25,Office,18,30
1384,Arjun Kumar,M,31,Finance,Executive,14,100020,Good,85.26,Bangalore,2022-09-07,Remote,12,48
1385,Rahul Sharma,F,33,HR,Executive,17,30495,Average,79.55,Pune,2018-09-16,Remote,6,16
1386,Rohan Sharma,F,21,Finance,Analyst,18,53481,Poor,91.93,Bangalore,2019-12-24,Office,24,26
1387,Vivaan Kumar,M,39,Sales,Analyst,1,36267,Average,78.63,Hyderabad,2021-07-06,Office,9,17
1388,aditya Sharma,M,32,IT,Analyst,3,142897,Good,92.11,Bangalore,2019-09-06,Office,29,32
1389,priya yadav,M,28,Finance,Manager,2,130702,Poor,72.1,Jaipur,2022-08-22,Office,9,18
1390,Rahul Sharma,M,28,IT,Manager,6,31743,Excellent,95.94,Jaipur,2023-06-02,Office,1,26
1391,priya Gupta,F,32,IT,Manager,17,79800,Average,84.99,Bangalore,2020-03-23,Office,13,34
1392,Rahul singh,F,53,HR,Intern,9,128475,Average,83.16,Mumbai,2022-11-22,Hybrid,12,48
1393,priya yadav,M,46,HR,Executive,6,73773,Excellent,88.33,Lucknow,2018-11-27,Hybrid,21,24
1394,priya Gupta,F,59,Sales,Senior Analyst,7,82042,Good,88.73,Mumbai,2024-01-22,Hybrid,28,48
1395,priya mehta,F,48,Marketing,Intern,5,74476,Good,73.96,Bangalore,2021-05-01,Hybrid,5,31
1396,Arjun singh,F,25,IT,Executive,0,117105,Good,92.69,Lucknow,2022-03-25,Remote,8,42
1397,aarav Gupta,F,28,Marketing,Executive,3,53552,Average,78.28,Jaipur,2021-10-29,Office,12,46
1398,simran Kumar,M,45,Sales,Analyst,13,90242,Good,97.15,Lucknow,2019-01-22,Remote,8,45
1399,simran Sharma,F,47,IT,Analyst,16,70772,Good,94.54,Bangalore,2022-02-27,Office,30,38
1400,aditya Patel,F,43,IT,Intern,19,68730,Good,80.39,Jaipur,2022-12-23,Office,12,43
1401,simran Sharma,M,50,Marketing,Analyst,17,53948,Good,94.23,Lucknow,2022-12-23,Remote,4,45
1402,aarav Jain,M,43,Finance,Executive,10,101311,Excellent,80.69,Lucknow,2022-12-20,Hybrid,13,48
1403,Vivaan Jain,F,40,HR,Analyst,13,94093,Average,73.03,Mumbai,2024-07-03,Remote,4,41
1404,Sneha Mehta,M,38,Finance,Manager,8,94123,Excellent,98.86,Lucknow,2022-02-24,Remote,8,5
1405,Arjun Verma,M,38,Marketing,Analyst,14,41535,Average,89.58,Hyderabad,2021-05-25,Office,7,19
1406,Rahul Maurya,M,22,HR,Executive,11,91490,Good,83.68,Bangalore,2018-11-16,Office,6,36
1407,aditya Verma,M,24,Finance,Intern,9,71562,Good,81.93,Delhi,2019-02-03,Office,7,12
1408,Aisha Sharma,F,50,HR,Senior Analyst,18,144042,Average,79.74,Delhi,2023-03-30,Hybrid,21,37
1409,Rahul Gupta,M,53,IT,Analyst,18,114080,Good,99.44,Delhi,2018-04-15,Remote,2,22
1410,simran Kumar,F,56,Finance,Executive,5,83535,Good,74.04,Bangalore,2019-11-27,Remote,22,49
1411,aarav yadav,M,38,HR,Senior Analyst,19,123991,Excellent,79.44,Delhi,2018-11-26,Hybrid,23,33
1412,Kabir Gupta,M,57,HR,Senior Analyst,5,66269,Good,84.56,Mumbai,2019-10-22,Remote,14,36
1413,Priya Verma,F,39,HR,Manager,7,105674,Good,84.34,Bangalore,2020-03-31,Remote,7,37
1414,Neha singh,F,48,Finance,Senior Analyst,0,67462,Excellent,84.14,Hyderabad,2023-05-27,Office,0,9
1415,Sneha Maurya,F,40,Sales,Executive,16,28127,Good,75.27,Jaipur,2022-11-29,Hybrid,6,22
1416,Aisha Verma,M,53,Finance,Executive,16,48147,Excellent,74.35,Hyderabad,2024-06-19,Office,18,14
1417,Rahul Verma,F,32,Marketing,Analyst,14,70528,Good,77.64,Bangalore,2019-04-07,Hybrid,1,40
1418,Vivaan Verma,M,35,Finance,Analyst,6,102095,Excellent,97.44,Bangalore,2022-05-27,Office,13,37
1419,simran singh,M,59,HR,Analyst,18,138100,Excellent,73.39,Lucknow,2024-12-08,Remote,17,27
1420,Kabir Verma,F,22,IT,Senior Analyst,2,93931,Excellent,92.72,Lucknow,2022-08-03,Hybrid,29,44
1421,Ananya Kumar,F,49,Finance,Senior Analyst,10,115925,Poor,92.73,Lucknow,2024-09-23,Hybrid,14,9
1422,Rahul Sharma,M,30,Finance,Manager,19,91381,Excellent,94.29,Chennai,2023-09-06,Office,13,38
1423,Riya yadav,F,22,HR,Analyst,18,124468,Average,96.6,Chennai,2018-09-28,Hybrid,23,28
1424,Arjun singh,F,31,IT,Intern,8,136258,Excellent,77.89,Pune,2024-12-23,Remote,24,21
1425,aarav Gupta,M,33,IT,Manager,9,88749,Poor,76.74,Chennai,2019-01-20,Remote,18,35
1426,Rohan Patel,F,30,Marketing,Intern,1,63672,Excellent,83.97,Mumbai,2018-03-01,Remote,29,11
1427,Arjun Jain,M,34,Finance,Senior Analyst,0,38731,Poor,77.95,Bangalore,2021-02-04,Office,18,21
1428,aarav mehta,F,38,IT,Manager,15,149647,Average,92.03,Hyderabad,2018-08-08,Hybrid,21,32
1429,aarav Patel,F,29,IT,Manager,17,79512,Excellent,89.08,Bangalore,2022-01-04,Office,26,42
1430,Riya Gupta,F,59,Sales,Executive,16,123658,Average,96.25,Lucknow,2023-03-22,Remote,25,26
1431,Vivaan Maurya,F,48,Sales,Senior Analyst,5,76024,Good,72.48,Bangalore,2022-05-15,Hybrid,16,19
1432,Priya Verma,F,23,IT,Senior Analyst,13,141712,Good,97.45,Jaipur,2018-04-06,Remote,21,41
1433,Rohan singh,F,40,Marketing,Manager,14,126121,Average,78.8,Chennai,2020-09-15,Hybrid,27,19
1434,Kabir Kumar,M,26,IT,Senior Analyst,13,28832,Poor,84.72,Bangalore,2021-01-17,Hybrid,18,29
1435,Sneha yadav,M,47,HR,Manager,2,57332,Good,83.16,Hyderabad,2023-04-30,Office,26,25
1436,Kabir Maurya,F,22,Finance,Executive,18,37467,Good,92.81,Delhi,2024-03-28,Hybrid,15,42
1437,Riya Patel,F,49,Marketing,Manager,11,66025,Average,82.61,Jaipur,2020-08-25,Remote,19,6
1438,Riya Patel,F,58,HR,Senior Analyst,1,38107,Average,98.31,Jaipur,2024-05-11,Hybrid,24,31
1439,Riya Kumar,F,23,Marketing,Senior Analyst,2,102994,Average,97.08,Bangalore,2018-09-03,Remote,18,36
1440,aditya singh,F,36,HR,Manager,17,119202,Average,96.16,Pune,2023-11-29,Office,0,25
1441,Neha Verma,F,50,Finance,Manager,0,68481,Good,72.14,Lucknow,2018-08-22,Remote,18,8
1442,Rohan mehta,F,22,Finance,Manager,19,27581,Poor,95.63,Mumbai,2024-09-30,Hybrid,6,48
1443,aditya singh,M,37,Sales,Analyst,5,100118,Excellent,93.45,Mumbai,2021-02-25,Remote,28,23
1444,priya Gupta,M,32,HR,Senior Analyst,4,149010,Good,73.11,Delhi,2021-06-14,Remote,22,6
1445,Vivaan mehta,M,55,Sales,Senior Analyst,0,76638,Good,73.22,Mumbai,2020-03-13,Hybrid,10,30
1446,Rohan Maurya,M,21,HR,Analyst,18,148714,Good,73.03,Mumbai,2021-11-18,Remote,4,38
1447,priya Maurya,F,35,Sales,Manager,0,33418,Excellent,70.34,Lucknow,2024-11-27,Hybrid,29,18
1448,aarav Gupta,F,46,Finance,Executive,15,118627,Average,86.46,Chennai,2019-10-17,Office,16,19
1449,Karan mehta,F,57,Marketing,Manager,11,54113,Good,99.2,Lucknow,2024-09-08,Remote,10,24
1450,simran Verma,M,41,Sales,Manager,7,109363,Good,83.16,Pune,2018-04-21,Office,23,38
1451,aarav mehta,F,51,HR,Analyst,15,148607,Average,86.22,Hyderabad,2018-03-31,Remote,25,40
1452,Rohan Kumar,M,45,HR,Senior Analyst,0,88044,Good,99.04,Delhi,2020-02-02,Remote,7,23
1453,Arjun Kumar,F,43,Finance,Manager,3,104955,Excellent,77.66,Mumbai,2021-07-27,Office,9,13
1454,Kabir Kumar,F,44,HR,Senior Analyst,9,86030,Excellent,95.75,Pune,2021-09-18,Remote,11,11
1455,Rahul Jain,M,58,IT,Intern,10,36814,Poor,86.39,Delhi,2023-12-20,Remote,9,34
1456,simran Sharma,F,48,Marketing,Senior Analyst,16,124340,Excellent,87.08,Jaipur,2020-11-02,Office,12,17
1457,Arjun Patel,M,41,Sales,Executive,6,35024,Good,80.3,Mumbai,2024-11-09,Remote,25,31
1458,aarav Jain,F,38,Marketing,Executive,11,88288,Good,86.85,Mumbai,2022-01-04,Hybrid,17,48
1459,aarav singh,M,56,Finance,Manager,6,134236,Good,72.19,Lucknow,2018-04-08,Remote,9,39
1460,Rohan Patel,F,55,Sales,Senior Analyst,11,82836,Excellent,92.94,Bangalore,2021-02-17,Remote,18,17
1461,Kabir Jain,M,29,Sales,Manager,14,32435,Good,78.54,Delhi,2018-10-20,Remote,19,19
1462,Rahul mehta,F,58,IT,Analyst,1,92084,Good,96.63,Mumbai,2023-01-14,Office,16,50
1463,Aisha yadav,F,50,Finance,Executive,13,149023,Poor,81.04,Chennai,2022-10-01,Hybrid,19,13
1464,simran Jain,M,54,HR,Manager,12,95601,Excellent,74.28,Delhi,2020-10-21,Hybrid,15,49
1465,Vivaan mehta,M,52,IT,Analyst,3,113416,Good,90.88,Hyderabad,2024-04-16,Remote,4,27
1466,simran Jain,F,23,IT,Manager,13,145871,Good,74.94,Chennai,2019-10-14,Office,2,40
1467,Aditya Yadav,M,23,Marketing,Senior Analyst,13,143645,Good,92.61,Pune,2024-01-06,Office,29,44
1468,Aditya Yadav,F,48,Marketing,Senior Analyst,15,28407,Average,99.04,Chennai,2023-09-23,Hybrid,26,7
1469,simran Verma,F,35,Marketing,Senior Analyst,6,123943,Good,93.39,Pune,2023-03-22,Office,14,38
1470,Arjun Maurya,F,43,IT,Senior Analyst,18,57940,Good,70.67,Bangalore,2022-09-18,Remote,25,23
1471,aditya singh,F,31,HR,Intern,1,30666,Average,88.0,Mumbai,2020-12-03,Remote,1,32
1472,Kabir Kumar,M,52,Sales,Analyst,9,62122,Good,90.86,Chennai,2024-01-19,Office,12,27
1473,Sneha Gupta,M,56,Marketing,Analyst,17,143647,Good,94.76,Hyderabad,2022-12-22,Remote,21,44
1474,Aisha mehta,F,53,HR,Senior Analyst,16,50092,Excellent,71.68,Lucknow,2018-09-10,Hybrid,7,49
1475,Sneha Kumar,F,44,Finance,Intern,4,148402,Excellent,84.4,Mumbai,2018-05-12,Remote,22,11
1476,aarav yadav,F,59,Marketing,Senior Analyst,11,100645,Excellent,86.06,Delhi,2023-03-23,Office,26,45
1477,Rahul mehta,F,54,Sales,Intern,5,126190,Excellent,75.07,Jaipur,2023-03-26,Hybrid,29,16
1478,simran Kumar,M,48,Finance,Senior Analyst,8,125468,Good,79.67,Pune,2024-11-26,Remote,16,18
1479,aarav Patel,F,57,Finance,Executive,19,51505,Average,83.21,Delhi,2022-08-07,Hybrid,3,50
1480,Karan Patel,F,27,Sales,Executive,0,61713,Good,95.0,Bangalore,2021-02-06,Office,18,19
1481,Arjun singh,M,24,Marketing,Manager,14,79387,Good,97.88,Pune,2020-11-24,Remote,21,7
1482,Karan Verma,F,57,IT,Senior Analyst,5,68169,Excellent,88.85,Lucknow,2023-04-10,Remote,24,19
1483,Kabir Patel,M,21,Sales,Analyst,18,98282,Good,81.85,Pune,2024-05-11,Hybrid,8,28
1484,Kabir Maurya,F,21,Sales,Manager,17,102511,Excellent,77.62,Jaipur,2018-07-06,Remote,22,50
1485,Vivaan Jain,M,40,Sales,Executive,5,76742,Poor,99.46,Chennai,2020-08-06,Remote,14,12
